,accession,maturity_height_type,Block,Row,Col,Plot,Trt,DOY186,DOY193,DOY200,DOY207,DOY208,DOY209,DOY210,DOY215,DOY216,DOY217,DOY221,DOY223,DOY224,DOY229,DOY231,DOY236,DOY241,DOY252,DOY266,Heading10%,Heading50,Heading90
2785,PI 656056,Type1,6,11,8,61108,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,100,NA,NA,NA,NA,218,222,229
3055,PI 656071,Type1,6,12,8,61208,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,90,NA,NA,NA,NA,220,227,231
3325,PI 656059,Type1,6,13,8,61308,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80,100,NA,NA,NA,225,228,234
3595,PI 656031,Type1,6,14,8,61408,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,80,NA,100,NA,NA,NA,NA,211,215,228
3865,PI 659691,Type1,6,15,8,61508,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,100,NA,218,221,224
4135,PI 656100,Type1,6,16,8,61608,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,70,NA,100,NA,NA,NA,NA,217,222,229
918,PI 656050,Type6,6,1,9,60109,HN,NA,NA,0,NA,NA,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,205,213,217
3618,PI 659696,Type6,6,2,9,60209,HN,NA,NA,0,NA,NA,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,220
635,PI 655991,Type6,6,3,9,60309,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,90,NA,100,NA,NA,NA,NA,217,220,224
905,PI 655986,Type6,6,4,9,60409,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,100,NA,NA,NA,NA,214,220,224
1175,PI 655981,Type6,6,5,9,60509,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,100,NA,NA,NA,NA,218,224,230
1445,PI 656084,Type6,6,6,9,60609,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,214,217
1718,PI 656046,Type6,6,7,9,60709,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,211,215,224
1985,check,Check,6,8,9,60809,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,217
2255,PI 656093,Type1,6,9,9,60909,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,224
2525,PI 656018,Type1,6,10,9,61009,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,80,NA,100,NA,NA,NA,NA,217,221,228
2795,PI 656082,Type1,6,11,9,61109,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,90,NA,NA,NA,NA,224,228,231
3065,PI 641836,Type1,6,12,9,61209,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,100,NA,NA,232,235,239
3335,PI 656072,Type1,6,13,9,61309,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,100,NA,NA,232,235,240
3605,PI 656118,Type1,6,14,9,61409,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,70,NA,100,NA,NA,NA,NA,214,221,229
3875,PI 653616,Type1,6,15,9,61509,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,NA,NA,NA,232,234,236
4145,PI 656079,Type1,6,16,9,61609,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,60,NA,100,NA,NA,NA,NA,214,222,229
1018,PI 533799,Type2,6,1,10,60110,HN,NA,NA,0,NA,NA,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,220
3718,PI 533927,Type2,6,2,10,60210,HN,NA,NA,0,NA,NA,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,220
645,PI 276837,Type2,6,3,10,60310,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,255,266,NA
919,PI 576380,Type2,6,4,10,60410,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,100,NA,NA,NA,NA,214,220,224
1185,PI 533878,Type2,6,5,10,60510,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,90,NA,NA,NA,NA,220,227,231
1455,PI 576130,Type2,6,6,10,60610,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,60,100,NA,NA,NA,225,230,235
1725,PI 533967,Type2,6,7,10,60710,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,30,NA,100,NA,NA,NA,NA,217,226,230
1995,check,Check,6,8,10,60810,HN,NA,NA,0,NA,NA,NA,10,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,220
2265,PI 533769,Type3,6,9,10,60910,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2535,PI 533766,Type3,6,10,10,61010,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2805,check,Check,6,11,10,61110,HN,NA,NA,0,NA,NA,NA,10,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,214,217
3075,check,Check,6,12,10,61210,HN,NA,NA,0,NA,NA,NA,10,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,217
3345,PI 533996,Type3,6,13,10,61310,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
3619,PI 533987,Type3,6,14,10,61410,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
3885,PI 533936,Type3,6,15,10,61510,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,NA,80,NA,100,NA,NA,NA,NA,211,216,228
4155,PI 533939,Type3,6,16,10,61610,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,224
1119,PI 576345,Type2,6,1,11,60111,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,40,NA,NA,90,NA,100,NA,NA,NA,NA,212,218,224
3819,PI 561472,Type2,6,2,11,60211,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,60,100,NA,NA,NA,225,230,235
655,PI 534028,Type2,6,3,11,60311,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,100,NA,NA,NA,NA,211,217,224
925,PI 24969,Type2,6,4,11,60411,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,90,100,NA,NA,NA,219,226,231
1195,PI 48770,Type2,6,5,11,60511,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,100,NA,NA,NA,NA,218,223,229
1465,PI 542406,Type2,6,6,11,60611,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,50,100,NA,236,241,250
1735,check,Check,6,7,11,60711,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
2005,PI 533989,Type2,6,8,11,60811,HN,NA,NA,0,NA,NA,NA,NA,NA,NA,10,NA,NA,30,NA,100,NA,NA,NA,NA,217,226,230
2275,PI 534063,Type3,6,9,11,60911,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,100,NA,NA,NA,NA,218,222,229
2545,PI 534097,Type3,6,10,11,61011,HN,NA,NA,0,NA,NA,NA,10,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,217
2819,PI 533957,Type3,6,11,11,61111,HN,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,215
3085,PI 533940,Type3,6,12,11,61211,HN,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
3355,PI 329440,Type3,6,13,11,61311,HN,NA,NA,0,NA,NA,NA,30,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,203,213,220
3625,PI 533961,Type3,6,14,11,61411,HN,NA,NA,0,NA,NA,NA,10,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,210,215,224
3895,PI 534046,Type3,6,15,11,61511,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,211,214,220
4165,PI 534092,Type3,6,16,11,61611,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,60,NA,90,NA,NA,NA,NA,211,217,231
1218,PI 561071,Type2,6,1,12,60112,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,70,NA,100,NA,NA,NA,NA,211,217,229
3918,PI 533789,Type2,6,2,12,60212,HN,NA,NA,0,NA,NA,NA,5,NA,NA,60,NA,NA,80,NA,100,NA,NA,NA,NA,211,216,228
665,PI 533824,Type2,6,3,12,60312,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,70,NA,80,100,NA,NA,NA,214,221,234
935,PI 533882,Type2,6,4,12,60412,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,90,NA,NA,NA,NA,NA,NA,212,219,224
1205,PI 34911,Type2,6,5,12,60512,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,100,NA,NA,232,237,240
1475,PI 576359,Type2,6,6,12,60612,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,100,NA,NA,NA,NA,211,217,224
1745,PI 574455,Type2,6,7,12,60712,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,40,NA,100,NA,NA,NA,NA,217,225,230
2018,PI 565121,Type2,6,8,12,60812,HN,NA,NA,0,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,202,211,224
2285,PI 534047,Type3,6,9,12,60912,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,214,216
2555,PI 534075,Type3,6,10,12,61012,HN,NA,NA,0,NA,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,209,217
2825,PI 533792,Type3,6,11,12,61112,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,100,NA,90,NA,NA,NA,NA,211,217,231
3095,PI 533833,Type3,6,12,12,61212,HN,NA,NA,0,NA,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,209,217
3365,PI 533785,Type3,6,13,12,61312,HN,NA,NA,0,NA,NA,NA,30,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,212,217
3635,PI 533754,Type3,6,14,12,61412,HN,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,201,206,210
3905,PI 533913,Type3,6,15,12,61512,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,211,214,217
4175,PI 533979,Type3,6,16,12,61612,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
1318,PI 651496,Type2,6,1,13,60113,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,90,NA,NA,232,235,241
4018,PI 597960,Type2,6,2,13,60213,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,100,NA,NA,NA,NA,219,226,230
675,PI 656014,Type2,6,3,13,60313,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,217
945,PI 609456,Type2,6,4,13,60413,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,30,NA,NA,NA,50,80,100,214,241,259
1219,PI 655995,Type2,6,5,13,60513,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,NA,100,NA,NA,NA,211,214,226
1485,check,Check,6,6,13,60613,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,214,216
1755,PI 656024,Type2,6,7,13,60713,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,70,100,NA,NA,NA,219,228,234
2025,check,Check,6,8,13,60813,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,NA,90,NA,100,NA,NA,NA,NA,211,216,224
2295,PI 595718,Type3,6,9,13,60913,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2565,PI 595702,Type3,6,10,13,61013,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
2835,PI 597972,Type3,6,11,13,61113,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
3109,PI 534123,Type3,6,12,13,61213,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,30,NA,100,NA,NA,NA,NA,217,226,230
3375,PI 534117,Type3,6,13,13,61313,HN,NA,NA,0,NA,NA,NA,50,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,202,210,217
3645,PI 552861,Type3,6,14,13,61413,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,100,NA,NA,NA,NA,211,215,224
3919,PI 655987,Type3,6,15,13,61513,HN,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
4185,PI 595745,Type3,6,16,13,61613,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
1419,PI 595739,Type2,6,1,14,60114,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,60,NA,90,NA,NA,NA,NA,217,223,231
4119,PI 576391,Type2,6,2,14,60214,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,100,NA,NA,NA,NA,218,221,228
685,PI 656037,Type2,6,3,14,60314,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,100,NA,NA,NA,NA,218,224,230
955,PI 656036,Type2,6,4,14,60414,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,70,100,NA,NA,228,234,239
1225,PI 655970,Type2,6,5,14,60514,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,90,100,NA,NA,NA,225,228,231
1495,PI 656044,Type2,6,6,14,60614,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,90,100,NA,NA,NA,218,222,231
1765,PI 656023,Type2,6,7,14,60714,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,211,214,220
2035,PI 601816,Type2,6,8,14,60814,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80,90,NA,NA,NA,225,228,236
2305,PI 576347,Type3,6,9,14,60914,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2575,PI 576366,Type3,6,10,14,61014,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2845,PI 576337,Type3,6,11,14,61114,HN,NA,NA,0,NA,NA,NA,70,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,201,207,224
3119,PI 576350,Type3,6,12,14,61214,HN,NA,NA,0,NA,NA,NA,70,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,201,207,220
3385,check,Check,6,13,14,61314,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,89,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
3655,PI 597961,Type3,6,14,14,61414,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
3925,PI 641874,Type3,6,15,14,61514,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
4195,PI 595741,Type3,6,16,14,61614,HN,NA,NA,0,NA,NA,NA,10,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,210,214,224
1518,PI 656032,Type2,6,1,15,60115,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,70,100,NA,NA,NA,225,229,234
4218,PI 656008,Type2,6,2,15,60215,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,90,NA,NA,NA,NA,NA,NA,212,219,224
695,PI 642992,Type2,6,3,15,60315,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,NA,NA,NA,225,228,230
965,PI 656041,Type2,6,4,15,60415,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,60,NA,100,NA,NA,NA,NA,217,223,229
1235,PI 576428,Type2,6,5,15,60515,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,69,NA,NA,90,NA,100,NA,NA,NA,NA,211,215,224
1505,PI 597964,Type2,6,6,15,60615,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,20,NA,90,100,NA,NA,NA,217,227,231
1775,PI 656042,Type2,6,7,15,60715,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
2045,PI 656028,Type2,6,8,15,60815,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,100,NA,NA,NA,NA,219,226,230
2318,PI 655998,Type3,6,9,15,60915,HN,NA,NA,0,NA,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,210,216
2585,PI 576399,Type3,6,10,15,61015,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
2855,PI 534116,Type3,6,11,15,61115,HN,NA,NA,0,NA,NA,NA,30,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,203,212,217
3125,PI 597950,Type3,6,12,15,61215,HN,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,215
3395,check,Check,6,13,15,61315,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,100,NA,NA,NA,NA,211,215,224
3665,PI 534145,Type3,6,14,15,61415,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,214,216
3935,PI 576332,Type3,6,15,15,61515,HN,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,201,206,210
4205,PI 534099,Type3,6,16,15,61615,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,60,NA,100,NA,NA,NA,NA,211,217,229
1618,Tx430,Check2,6,1,16,60116,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,40,NA,NA,70,NA,100,NA,NA,NA,NA,212,219,229
4315,Tx430,Check2,6,2,16,60216,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,70,NA,100,NA,NA,NA,NA,212,220,229
705,PI 656057,Type2,6,3,16,60316,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,236,238,240
975,PI 656048,Type2,6,4,16,60416,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,50,NA,100,NA,NA,NA,NA,217,224,230
1245,PI 656083,Type2,6,5,16,60516,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,50,NA,100,NA,NA,NA,NA,213,224,226
1519,PI 656076,Type2,6,6,16,60616,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,217
1785,PI 656051,Type2,6,7,16,60716,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,100,NA,NA,NA,225,231,235
2055,PI 656099,Type2,6,8,16,60816,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,60,90,100,NA,231,235,241
2325,PI 659693,Type3,6,9,16,60916,HN,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,209
2595,PI 656101,Type3,6,10,16,61016,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
2865,PI 656116,Type3,6,11,16,61116,HN,NA,NA,0,NA,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,210,216
3135,PI 656121,Type3,6,12,16,61216,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
3405,PI 656087,Type3,6,13,16,61316,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
3675,check,Check,6,14,16,61416,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,217
3945,PI 656105,Type3,6,15,16,61516,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
4219,PI 656055,Type3,6,16,16,61616,HN,NA,NA,0,NA,NA,NA,10,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,210,217,224
1719,PI 656062,Type2,6,1,17,60117,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,70,90,NA,NA,NA,225,229,236
445,PI 656107,Type2,6,2,17,60217,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,90,NA,NA,NA,226,233,236
719,PI 659753,Type2,6,3,17,60317,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,100,NA,NA,234,238,240
985,PI 655988,Type2,6,4,17,60417,HN,NA,NA,0,NA,NA,NA,40,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,202,212,220
1255,check,Check,6,5,17,60517,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,100,NA,NA,NA,NA,214,220,224
1525,PI 656073,Type2,6,6,17,60617,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
1795,PI 656092,Type2,6,7,17,60717,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,40,90,NA,NA,NA,226,232,236
2065,PI 656111,Type2,6,8,17,60817,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,80,100,NA,NA,NA,219,227,234
2335,PI 655985,Type3,6,9,17,60917,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
2605,PI 656112,Type3,6,10,17,61017,HN,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,201,207,217
2875,PI 653617,Type3,6,11,17,61117,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,217
3145,PI 656109,Type3,6,12,17,61217,HN,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,209
3419,PI 656010,Type3,6,13,17,61317,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,90,NA,NA,NA,NA,220,227,231
3685,PI 655999,Type3,6,14,17,61417,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,224
3955,PI 656019,Type3,6,15,17,61517,HN,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,201,206,210
4225,PI 656120,Type3,6,16,17,61617,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,90,NA,NA,NA,NA,211,214,231
1818,PI 655990,Type2,6,1,18,60118,HN,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
455,PI 656064,Type2,6,2,18,60218,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,80,90,NA,NA,NA,225,228,236
725,Tx430,Check2,6,3,18,60318,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,90,NA,NA,NA,NA,218,224,231
995,PI 656068,Type2,6,4,18,60418,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,100,NA,NA,NA,NA,218,221,228
1265,check,Check,6,5,18,60518,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,211,217,224
1535,PI 656049,Type2,6,6,18,60618,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,70,NA,100,NA,NA,NA,NA,217,222,229
1805,PI 656086,Type2,6,7,18,60718,HN,NA,NA,0,NA,NA,NA,5,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,213,216
2075,PI 656038,Type2,6,8,18,60818,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,70,90,100,NA,228,234,241
2345,PI 656020,Type3,6,9,18,60918,HN,NA,NA,0,NA,NA,NA,40,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,211,216
2618,check,Check,6,10,18,61018,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,100,NA,NA,NA,NA,211,217,224
2885,PI 656119,Type3,6,11,18,61118,HN,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,201,207,217
3155,PI 656081,Type3,6,12,18,61218,HN,NA,NA,0,NA,NA,NA,20,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,213,216
3425,PI 656025,Type3,6,13,18,61318,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,211,214,217
3695,PI 552856,Type3,6,14,18,61418,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,90,NA,NA,NA,NA,225,228,231
